branch,track_maintenance_area,track_maintenance_control_room,road_administrator,route,address,transportation_bureau,prefecture,railway,name,kana,latitude,longitude,kilometer,starting_station,ending_station,rc_type,rc_type_detail,lines
近統(神戸),姫路保線区,相生保線管理室,相生市,福井雨内線,兵庫県相生市若狭野町福井字焼間田65-1,近畿,兵庫,山陽列車線,焼間田,やきまた,0,0,80.463,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,若狭野道,兵庫県相生市若狭野町若狭野字小山田131-1,近畿,兵庫,山陽列車線,小山田二,おやまだに,0,0,81.023,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,成林線,兵庫県赤穂市牟礼字天通り321,近畿,兵庫,山陽列車線,天通り二,あまどおりに,0,0,82.108,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,里道,兵庫県赤穂市横尾字畑64-1,近畿,兵庫,山陽列車線,畑二,はたに,0,0,82.354,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,,兵庫県赤穂市有年横尾(付近),近畿,兵庫,山陽列車線,松ヶ瀬,まつがせ,34.829883,134.3993464,82.748,相生,有年,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,原柏原線,兵庫県赤穂市原字北原191-2,近畿,兵庫,山陽列車線,北原,きたはら,0,0,84.046,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,里道,兵庫県赤穂市原字観音下1064-1,近畿,兵庫,山陽列車線,観音一,かんのんいち,0,0,84.278,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,原柏原線,兵庫県赤穂市有年楢原,近畿,兵庫,山陽列車線,柏原,かしはら,34.849444,134.376716,84.91,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,兵庫県,野桑有年停車場線,兵庫県上郡町釜島字南396-78,近畿,兵庫,山陽列車線,南二,みなみに,0,0,85.454,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,農道,兵庫県赤穂郡上郡町釜島字寺の下260-3,近畿,兵庫,山陽列車線,寺の下三,てらのしたさん,0,0,85.76,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,釜島寺ノ下線,兵庫県赤穂群上郡町釜島字高畑131-2,近畿,兵庫,山陽列車線,高尾三,たかおさん,0,0,85.987,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,西野山与井線,兵庫県赤穂郡上郡町与井新字的打255-1,近畿,兵庫,山陽列車線,的打一,まとうちいち,0,0,86.475,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,農道,兵庫県赤穂郡上郡町与井新字的打204-2,近畿,兵庫,山陽列車線,的打二,まとうちに,0,0,86.66,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,中野与井線,兵庫県赤穂郡上郡町与井字東門553-3,近畿,兵庫,山陽列車線,馬場参,ばばさん,0,0,87.083,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,与井新与井線,兵庫県赤穂郡上郡町与井字長通268-5,近畿,兵庫,山陽列車線,宮の下,みやのした,0,0,87.225,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,兵庫県,姫路上郡線,兵庫県赤穂郡上郡町与井字大倉174-1,近畿,兵庫,山陽列車線,寺前一,てらまえいち,0,0,87.681,有年,上郡,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,駅前竹万山田線,兵庫県赤穂郡上郡町竹万字古屋敷319-1,近畿,兵庫,山陽列車線,古屋敷一,ふるやしきいち,0,0,89.263,有年,上郡,１種,自動(甲),３線
近統(神戸),姫路保線区,相生保線管理室,上郡町,山野里井上中央線,兵庫県赤穂郡上郡町山の里字下神田2362-2,近畿,兵庫,山陽列車線,山の里,やまのさと,0,0,89.95,上郡,三石,１種,自動(甲),４線
近統(神戸),姫路保線区,相生保線管理室,上郡町,湯ノ脇西方寺線,兵庫県赤穂郡上郡町船坂字五反田82-3,近畿,兵庫,山陽列車線,走り上り,はしりあがり,0,0,91.611,上郡,三石,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,麦尻津原線,兵庫県赤穂郡上郡町船坂字麦尻前297-2,近畿,兵庫,山陽列車線,麦尻の前,むぎじりのまえ,0,0,92.023,上郡,三石,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,西方寺1号線,兵庫県赤穂郡上郡町船坂字コハカ免707,近畿,兵庫,山陽列車線,西方寺,さいほうじ,0,0,92.254,上郡,三石,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,上郡町,梨ケ原線,兵庫県赤穂郡上郡町梨ヶ原字尾の鼻104,近畿,兵庫,山陽列車線,梨ケ原国道,なしがはらこくどう,0,0,98.78,上郡,三石,１種,自動(甲),複線
近統(神戸),姫路保線区,相生保線管理室,相生市,里道,兵庫県相生市那波字深辺1888-3,近畿,兵庫,赤穂線,那波,なば,34.80691613,134.459379,2.086,相生,西相生,４種,NO DATA,単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,浜市西ノ山線,兵庫県赤穂市坂越字寺内314-2,近畿,兵庫,赤穂線,浜市第二,はまいちだいに,34.76760893,134.4224782,7.51,西相生,坂越,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,砂子御山線,兵庫県赤穂市坂越字茶木内99-4,近畿,兵庫,赤穂線,砂子,まなご,34.76696801,134.4150671,8.126,坂越,播州赤穂,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,北野中南線,兵庫県赤穂市北野中字瓦師289-2,近畿,兵庫,赤穂線,北野中第二,きたのなかだいに,34.76299062,134.4102288,8.75,坂越,播州赤穂,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,北野中興福寺線,兵庫県赤穂市北野中字新田402-2,近畿,兵庫,赤穂線,北野中第三,きたのなかだいさん,34.76077342,134.4075388,9.096,坂越,播州赤穂,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,春日神社北線,兵庫県赤穂市南野中字島田166-2,近畿,兵庫,赤穂線,北野中第四,きたのなかだいよん,34.76022996,134.4068886,9.182,坂越,播州赤穂,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,中広南野中線,兵庫県赤穂市南野中字島田203-19,近畿,兵庫,赤穂線,南野中第一,みなみのなかだいいち,34.75926404,134.405638,9.34,坂越,播州赤穂,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,愛宕山堤防線,兵庫県赤穂市南野中字島田251-2,近畿,兵庫,赤穂線,南野中第二,みなみのなかだいに,34.75794186,134.4032731,9.605,坂越,播州赤穂,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,中広南野中線,兵庫県赤穂市中広字別所108-11,近畿,兵庫,赤穂線,加里屋第一,かりやだいいち,34.75679994,134.3989379,10.019,坂越,播州赤穂,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,小学校大師山線,兵庫県赤穂市加里屋字中州22-3,近畿,兵庫,赤穂線,加里屋第三,かりやだいさん,34.75669021,134.3965479,10.238,坂越,播州赤穂,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,岩ノ道線,兵庫県赤穂市加里屋字岩453-3,近畿,兵庫,赤穂線,加里屋第四,かりやだいよん,34.7566533,134.3898254,10.852,播州赤穂,西浜信,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,片浜町24号線,兵庫県赤穂市新田字三ツ樋元999-6,近畿,兵庫,赤穂線,三ツ樋元第一,みつひもとだいいち,34.75396527,134.3768526,12.104,播州赤穂,西浜信,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,播磨耐火社宅線,兵庫県赤穂市鷆和字古浜623,近畿,兵庫,赤穂線,前田,まえだ,34.75060584,134.3551392,14.164,西浜信,天和,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,眞木網崎1号線,兵庫県赤穂市鷆和字野々内1121-3,近畿,兵庫,赤穂線,野々内第二,ののうちだいに,34.74858943,134.3498589,14.691,天和,備前福河,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,農道,兵庫県赤穂市鷆和字野々内1096-4,近畿,兵庫,赤穂線,野々内第四,ののうちだいよん,34.74712334,134.3460293,15.077,天和,備前福河,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,眞木網崎山手線,兵庫県赤穂市鷆和字野々内1079-26,近畿,兵庫,赤穂線,野々内第五,ののうちだいご,34.7465113,134.3442117,15.258,天和,備前福河,１種,自動(甲),単線
近統(神戸),姫路保線区,相生保線管理室,赤穂市,新田1号線,兵庫県赤穂市福浦字東木場3103-8,近畿,兵庫,赤穂線,福浦第一,ふくうらだいいち,34.7467255,134.3297487,16.586,備前福河,寒河,１種,自動(甲),単線
